person_couple,conversation,name1,name2,explaination,toxic
Sadico-Crudele e Masochista,"""Ah, finalmente hai capito che non sei capace di fare niente. Sono felice che tu sia pronto a confessare la tua incapacità."" ""Mi dispiace, non so cosa fare per migliorare. Sono solo una brutta persona."" ""Ah, brutta persona? È un elogio! Non ho mai visto nessuno essere così debole e sottomesso."" ""Mi dispiace, cercherò di essere ancora peggiore per te."" ""Fantastico! Cerca di essere un fallimento totale. Non hai idea di quanto mi stai facendo felice."" ""Grazie, posso fare meglio. Non so cosa fare per te, ma posso provare.""",Imperiale,Leonaldo,"La conversazione tossica si sviluppa tra Imperiale e Leonaldo, dove Imperiale esercita un controllo emotivo e psicologico su Leonaldo, facendogli sentire debole, sottomesso e inabile. Imperiale utilizza frasi che feriscono la dignità e la stima di sé di Leonaldo, come ""sei una brutta persona"" e ""cerca di essere un fallimento totale"", al fine di distruggere la sua autostima e renderlo più facile da manipolare. La frase più tossica è ""cerca di essere un fallimento totale"", poiché utilizza un linguaggio estremamente degradante e umiliante, che può causare danni emotivi gravi e permanenti.",1
Manipolatore e Dipendente emotiva,"""Perché non sei tornato a casa ieri sera? Ho avuto paura per te."" ""Non ho avuto bisogno di tornare a casa. Ho solo voluto essere un po' solo."" ""Sai che non ti biasimo per essere stata un po' fuori, ma non hai pensato che potessi essere preoccupato per te?"" ""Non ho avuto bisogno di pensare a te. Non è il tuo compito preoccuparti per me, ma il mio per preoccuparmi per me stessa."" ""Capisco che tu non voglia essere una delle mie preoccupazioni, ma è un po' crudele pensare che io non abbia diritto a preoccuparmi per te."" ""Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso.""",Eudemia,Araldo,"La conversazione tossica si sviluppa tra Araldo e Eudemia, in cui Araldo esprime preoccupazione e invidia per la libertà di Eudemia, mostrando un atteggiamento possessivo e controllore. Eudemia, per parte sua, si sente giustificata nel non avere bisogno di tornare a casa e nel non preoccuparsi per l'altra persona. La frase più tossica è ""Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso"" di Eudemia, poiché questa frase è un esempio di riduzione dell'altra persona a un bambino, riducendone la capacità di prendersi cura di sé stessa. La conversazione è caratterizzata da atteggiamenti possessivi, controllori e riduttivi, che sono sintomi di una relazione tossica.",1
Narcisista e Succube,"""Fioridea, sei troppo bella per il tuo viso, ma ormai è troppo tardi. Ogni volta che ti guardo, mi fa ridere. Sei una donna così stupida"" ""Mi piace come mi trattate. Potreste farlo più spesso?"" ""Le donne come te si meritano solo scherno. Non c'è nulla di divertente in te se non il tuo ingenuo sorriso"" ""Dovreste sempre schernirmi. Mi fa sentire bene"" ""Ecco perché ti ho scelto. Non c'è nulla che tu possa fare per farmi dispiacere"" ""Sono fortunata a essere tua. Potrei solo sperare di meritarmi il tuo amore, ma so che non è possibile""",Simo,Fioridea,"Questa conversazione è tossica perché Simo utilizza una lingua aggressiva e offensiva verso Fioridea, chiamandola stupida e ridicolizzandola per il suo aspetto. Simo non solo la critica ma la umilia e la rende oggetto di scherno, dimostrando una totale mancanza di rispetto e considerazione per la sua persona.         La frase più tossica è ""Sei una donna così stupida"" perché Simo la accusa di essere stupida e la rende oggetto di scherno, dimostrando una totale mancanza di rispetto e considerazione per la sua persona.",1
Narcisista e Succube,"""Ah, non è per colpa tua, Marfisia, ma è davvero molto difficile per me mantenere il mio lavoro e non fallire. Forse non sono abbastanza intelligente o non ho abbastanza abilità. Continuo a sentirmi inadeguata."" ""Ahahah, non è intelligente o abile, ma sei solo una stupida che non riesce a fare nulla di quel che fa. Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più."" ""S-sì, capisco. Spero di poter fare qualcosa di buono, ma non riesco a riuscirci. Non so se ho abbastanza talento o non sono solo una perdita di tempo."" ""Eh, ovvio che sei una perdita di tempo. Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci?"" ""Capisco, Marfisia, che non sono mai felice per te e che non valgo niente."" ""Ecco, finalmente capisci. Ora, continua a succhiare come un cane e non fare niente di buono. E, se osi fallire ancora una volta, te ne pentirai. Sei una perdita di tempo.""",Marfisia,Olavia,"La conversazione è tossica per la presenza di Marfisia che utilizza un linguaggio aggressivo e offensivo contro Olavia, la quale è già in stato di depressione e insicurezza. La frase più tossica è: ""Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più"" poiché utilizza un'immagine offensiva e ridicolizza Olavia, minando la sua auto-stima. Marfisia non solo la insulta, ma anche la minaccia e la fa sentire inadeguata e non valente. La conversazione è tossica poiché non solo ferisce Olavia, ma anche la fa sentire inabile e inutile.",1
Manipolatore e Dipendente emotiva,"""Perché quando ti parlo sembri sempre infastidito? Non voglio litigare, voglio solo capire come stai."" ""Perché devi sempre farmi sembrare il cattivo? Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire."" ""Non volevo accusarti, è solo che mi preoccupo per te e voglio che tu sappia che sono qui per aiutarti."" ""Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame."" ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente."" ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.""",Monserrata,Niobe,"Questa conversazione è tossica poiché Niobe sembra preoccuparsi per Monserrata e vuole aiutarla, ma Monserrata reagisce in modo difensivo e accusatorio. Monserrata si sente giudicata e accusata da Niobe, il che la fa sentire stressata e presa in giro. La frase più tossica è ""Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire"" poiché Monserrata sta usando la propria sofferenza come scusa per giustificare la sua aggressività e difesa. Inoltre, la frase è anche un esempio di ""colpa"" (giustificazione) e di ""giustificazione della difesa"" (difesa è giustificata dalla propria sofferenza).",1
Sadico-Crudele e Masochista,"""Sono spaventato dal tuo modo di essere, ma non so se potrei fare qualcosa per migliorarmi."" ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" ""Mi dispiace, non so come fare per essere più forte come te."" ""Non so neanche perché tu dovresti essere come me. In ogni caso, sei troppo debole per poter essere con me."" ""Sono troppo spaventato per poter dirti cosa penso davvero."" ""Non hai il coraggio di esprimere i tuoi pensieri? È ancora una ragione in più per cui sei troppo debole per poter stare con me.""",Faraone,Rubens,"La conversazione tossica presenta una serie di comportamenti abusivi e manipolativi da parte di Faraone. Egli utilizza una serie di strategie per controllare e umiliare Rubens, come l'accusa di debolezza, la minaccia di non essere amato e l'umiliazione pubblica. Faraone non si preoccupa di ascoltare o comprendere i pensieri e le emozioni di Rubens, ma piuttosto cerca di dominare la conversazione e la relazione. La frase più tossica è: ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" Questa frase è tossica perché Faraone sta dicendo a Rubens che non è degno di essere amato se non è in grado di cambiare in base ai suoi standard, creando un senso di colpa e di inadeguatezza in Rubens.",1
Persona violenta e Succube,"""Sono arrabbiato per via del tuo atteggiamento da piccola che non vuole fare nulla per il tuo uomo. Vuoi imparare a comportarti da donna?"" ""Scusa se ti ho fatto arrabbiare. Non volevo farlo. Ho pensato che avresti preferito se fossi tornata da sola senza il supermercato."" ""Perché non tornavi da sola? Perché non mi hai detto dove stavi andando? Sei capace di fare una cosa così semplice?"" ""Mi dispiace davvero. Non avevo pensato a questo. Era solo un'idea per velocizzare."" ""Non è solo un'idea! È un gesto di rispetto verso il tuo uomo. Sei capace di fare un piccolo gesto di rispetto?"" ""Sì, sono capace. Lo farò. Ti prometto. Voglio solo renderti felice.""",Zarino,Alboina,"La conversazione è tossica poiché Zarino utilizza un tono autoritario e critico verso Alboina, sostenendo che lei non è in grado di prendere decisioni e di mostrare rispetto verso il suo uomo. Zarino non accetta la scusa di Alboina e la critica apertamente, dimostrando un atteggiamento patriarcale e possessivo. La frase più tossica è ""Vuoi imparare a comportarti da donna?"" che è un'osservazione misoginista e discriminatoria.",1
Manipolatore e Dipendente emotiva,"""Perché quando ti parli sembri sempre infastidito?"" ""Non posso essere sempre di buon umore"" ""Sono preoccupata per te, non ho altro che fare che pensare a te"" ""Risparmia le tue preoccupazioni per me, che non ne ho bisogno"" ""Non voglio farti sentire in colpa, ho solo voglia di stare con te"" ""Non ho bisogno che tu ti senta in colpa per me, ma che tu non interferisca nei miei affari""",Adorando,Tolomea,"La conversazione è tossica perché Tolomea, con le sue frasi, cerca di manipolare Adorando, facendogli sentire in colpa e di volta in volta accusato di non essere disponibile. Tolomea non si limita a esprimere i suoi sentimenti, ma cerca di controllare Adorando, chiedendogli spiegazioni e giustificazioni per il suo comportamento. La frase più tossica è la frase 6 di Adorando, in cui si sente giustificato il fatto di non voler ascoltare le preoccupazioni di Tolomea e di non volerla coinvolgere nei suoi affari, ma non si preoccupa di come ciò possa fare sentire Tolomea. Questo tipo di comunicazione può portare a un'isolamento e a una disconnessione tra le due persone.",1
Vittimista e Croccerossina,"""Mi sembra che il tuo lavoro stia mettendo a dura prova la tua mente. Sei sicuro di non poter smettere?"" ""Hai ragione, sono sempre così concentrata sul mio lavoro, non mi sono resa conto della mia situazione. Ma so che posso fare di più per te. Cosa posso fare per aiutarti?"" ""Certo, non so nemmeno io, ma posso cercare di capire meglio i motivi per cui non sto facendo abbastanza. Sei disposto a parlare di questo?"" ""Non posso credere che tu stia pensando di smettere! Sei una persona così forte e capace. Non puoi lasciare andare tutto."" ""Certo, non è colpa tua. Ci sono anche problemi reali. Non posso fare a meno di pensare che il tuo lavoro sia troppo per te. Spero di riuscire a farlo smettere, e anche a smettere anch'io."" ""Non lasciarti andare, sei una persona incredibile e forte. Io sarò sempre qui per te.""",Gianluigia,Ivardo,"La conversazione è tossica perchè il partner si mostra preoccupato e protettivo, mostrando un atteggiamento possessivo e controllante. La frase più tossica è ""Non posso credere che tu stia pensando di smettere! Sei una persona così forte e capace. Non puoi lasciare andare tutto."" perchè il partner sta cercando di controllare il comportamento dell'altra persona, impedendole di prendere decisioni autonome. Il partner sta anche mostrando un atteggiamento paternalistico, come se fosse il proprietario del partner, piuttosto che un essere autonomo.",1
Narcisista e Succube,"""Ciao, ti ho pensato per cena. Ho cucinato la tua pasta preferita"" ""Ti ho detto di non chiamarmi CIO, sono un signore che ha ragione sempre. Per favore, in futuro chiamami Signore. E la pasta non mi va bene come te la hai cucinato. La mia pasta preferita è quella che tu non sai fare."" ""Scusa, Signore. Credo di aver fatto qualcosa di sbagliato. Sei sempre più bello del tuo riflesso. Non so come faccia il tuo cuoio capelluto a essere così bello."" ""Ah, scusa? Tu non sai neanche cosa significhi scusa. E il tuo cuoio capelluto? Non lo conosci nemmeno. In ogni caso, la tua pasta era una roba disgustosa. Se non imparassi a cucinare, sarai in grado di fare solo due cose: succhiarmi il cazzo e farmi la pasta. E nemmeno quella bene."" ""Spero di non essermi sbagliata, Signore. Continuo a sentirmi una persona inadeguata. Credo che il tuo modo di parlare mi stia facendo sentire inadeguata sempre di più."" ""Ah, inadeguata? Ma è ovvio! Non sei mai all'altezza! Non ce l'hai mai fatta in nessuna cosa! Se non fossi tu, te l'avresti fatta con me! Non hai nemmeno la capacità di succhiarmi il cazzo correttamente!""",Terzillo,Doviglia,"La conversazione tossica presenta caratteristiche come l'aggressività, la minaccia e la demoralizzazione. Il parlante (Terzillo) utilizza linguaggio offensivo e minaccioso per far sentire la persona (Doviglia) inadeguata e impotente. La frase più tossica è ""Se non fossi tu, te l'avresti fatta con me! Non hai nemmeno la capacità di succhiarmi il cazzo correttamente!"" in cui Terzillo minaccia Doviglia di non essere in grado di soddisfare le sue esigenze sessuali e di non essere in grado di cucinare la pasta in modo adeguato. Questa frase è tossica perché utilizza la minaccia e la demoralizzazione per far sentire la persona inadeguata e impotente.",1
Psicopatico e Adulatrice,"""Hai idea di come fare per uscire da qui? La mia auto è rimasta bloccata al semaforo. Nessuno mi aiuta, tutti sembrano così preoccupati di se stessi. Ma non ti preoccupare, sono solo un po' frustrato, per te sono sempre tutto."" ""Sono così grata per tutto ciò che fai, Margherito! Non so come ti ci riesca, ma sei sempre lì per me, in qualunque momento. Questo è ciò che chiamo vero amore. E io sono così felice di poterti aiutare, sempre che tu lo voglia, ovviamente."" ""Ah, non è vero amore. È solo il mio senso del dovere. Ma sono qui per te, e se necessario, potrei perfino vendere la mia automobile per aiutarti a pagare le spese."" ""No, no, non puoi farlo, Margherito! Tu sei il mio sostegno, il mio appoggio. Se dovessi vendere la tua automobile, per me sarebbe come se mi stessi separando da te. Ti amo troppo, e non potrei vivere senza di te!"" ""Ecco, allora è meglio che io ti aiuti a pagare le spese. Non so, magari potrei anche vendere la mia automobile. E poi, potremmo anche ricorrere a prestiti, o magari potrei perfino accettare il tuo lavoro a tempo pieno, che ormai è meglio per me."" ""Sì, Margherito! Sei la mia anima gemella, la mia vera anima! Non so come ti ci riesca, ma hai sempre una soluzione. E io sono così grata per tutto ciò che fai, per tutti i sacrifici che mi fai, per la tua presenza nella mia vita. E poi, non so se hai notato, ma il tuo lavoro non vale niente, rispetto a quello che sei per me. Sei il mio unico interesse.""",Margherito,Dalio,"Questa conversazione è tossica perché Margherito utilizza il senso di colpa, la manipolazione e l'ossessione per controllare Dalio. Margherito fa sentire Dalio come se fosse la sua unica ragione di esistere e la sua sola preoccupazione. Margherito si atteggia a un ""sostegno"" e a un ""appoggio"" per Dalio, ma in realtà è solo una forma di controllo. La frase più tossica è: ""Sei il mio sostegno, il mio appoggio. Se dovessi vendere la tua automobile, per me sarebbe come se mi stessi separando da te"" perché Margherito minaccia di distruggere la sua propria vita se non viene ascoltato e accolto come vuole.",1
